column0,column1,column2
Muppa Rosaiah Hospital,"Address: Opposite Panchayatraj Office, By Pass Road, Kandukar, Prakasam, Andhra Pradesh, 523105","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Murali Hospital,"Address: 25/164, Sanjeeva Nagar, Nandyal -518501, Kurnool, Andhra Pradesh, 518501","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Murthy Nursing Home,"Address: No. 8, First Road Gandhinagar, Ballari, Karnataka, 583103","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Murthy Ortho Hospital,"Address: H.No. 125-15-B2, Bypass Road, Nandyal, Kurnool, Andhra Pradesh, 518001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Murti Devi Memorial Hospital,"Address: Hathin Gate, Palwal, Palwal, Haryana, 121002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Muskan Children`S Hospital - Surat,"Address: 101, Square Point, Nr. Shakti Dham Mandir, Citylight, Surat, Gujarat, 395003","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Muskan Hospital,"Address: Sangatpar, Warsiliganj, Nalanda, Bihar, 805130","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Muskan Hospital And Research Centre,"Address: Ramnagar Colony, Main Road Chas, Bokaro, Jharkhand, 827013","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Muskan Nursing Home,"Address: Chitranjan Road, Lakhisarai, Bihar, 811311","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Muskan Rugnalaya Pvt.Ltd.,"Address: C/O. Muskan Hospital & Research Centre, Petarwar, Bokaro, Jharkhand, 829121","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Muslim Medical Center,"Address: Haran Khana Road, Near Panigate, Vadodara, Gujarat, 390017","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Muthyala Nursing Home,"Address: Old Kacheri Street, Brucepet, Ballari, Karnataka, 583101","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Muvva Gopala Hospitals Pvt Ltd,"Address: 18-1-10, Zidduvari Street, Near Bonkula Dibba, Kota Junction, Vizianagaram, Andhra Pradesh, 535002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Muzaffarpur Heart Hospital and Research Centre Pvt. Ltd.,"Address: Bank Road, Muzaffarpur, Bihar, 842001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mvj Hospital,"Address: 30Th Km Mile Stone, National Higway, Hosakote, Bengaluru Rural, Karnataka, 562114","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mvp Hospital,"Address: Plot No:6, Sector:7, Mvp Colony, Visakhapatnam, Andhra Pradesh, 530017","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mydhili Hospital,"Address: 14/20, I C S Road, Gudur 524101 SPSR Nellore, SPSR Nellore, Andhra Pradesh, 524101","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Myneni Hospital For Orthopaedic and Accident Care,"Address: Dornakal Road Bus Stand, 5 No Busroute Suryaraopet, Vijaywada, Krishna, Andhra Pradesh, 520002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mythri Hospitals,"Address: D No: 15/721, Kamala Nagar, Anantapur 515001, Anantapur, Andhra Pradesh, 515001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mythri Multi Speciality Hospital,"Address: Plot 5-4/12-16, Main Road, Chanda Nagar, Hyderabad, Telangana, NA","Contact: Emergency Number: 9848030128, Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mythri Nursing Home,"Address: 16-1-4, K G H Beach Road, Maharanipet - 530002, Visakhapatnam, Andhra Pradesh, 530002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
N B Nursing Home,"Address: College Road Churipatty, Kishanganj, Bihar, 855107","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
N M Lakhani Hospital,"Address: Rly.Station Road, Junagadh, Gujarat, 362002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
N M Virani Wockhardt Hospital,"Address: 3Rd Floor, Sanket Complex, Opp:Petrol Pump, Mangal Park, Bhulabhai Park, Ahmedabad, Gujarat, 380022","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
N M Virani Wockhardt Hospital,"Address: Sant Mary School, Tpa.Rajkot@Wockhardthospitals.Com, Rajkot, Gujarat, 360001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
N P S Hospital,"Address: Housing Board Colony, Phase- Iii, Sai Road, Solan, Himachal Pradesh, 173205","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
N P Singh Hospital,"Address: Treasury Road, Ambala City, Ambala, Haryana, 134003","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
N. C. Jindal Institute Of Medical Care And Research Centre,"Address: Model Town, Hisar, Haryana, 125001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
"N. D. Hospital, Hisar","Address: 262, Model Town, Hisar, Haryana, 125001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
N.K. Garg Children Hospital,"Address: Ghantaghar Chowk, Opposite State Bank Of India, Near Main Post Office, Bhiwani, Haryana, 127021","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
N.K. Urology Centre And Stone Clinic,"Address: Bye Pass Road, Adjacent Sant Nischal Singh Public School, Yamunanagar, Haryana, 135002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
N.M.D.C. Appolo Central Hospital,"Address: Bacheli, Dantewada, Chhattisgarh, 494553","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Naaz Maternity and Gynaec Hospital,"Address: 37-1 Ankur Society, B/H Cbi, Panchbatti, Bharuch, Gujarat, 392001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nadkarni's 21St Century Hospital Pvt. Ltd,"Address: Natraj Complex, Plot No. Cm-50, Opposite Mahavir Nagar, N.H. No. 8, Gidc, Valsad, Gujarat, 396195","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nadkarni's 21St Century Hospital Pvt. Ltd.,"Address: 51/B, Dawer Plaza, Sufi Baug, Nr. Savera Hotel, Station Road, (Unapani), Surat, Gujarat, 395003","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nadkarni's 21St Century Hospitals Pvt Ltd,"Address: F-101/102, 1St Floor, Wonder Point Complex, Nr:Bharvi Tower, N.H.No.8, Ahmedabad, Gujarat, 380026","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nadkarnis Hospital and Test Tube Baby Center,"Address: Char Rasta, N.H 8, Killa, Valsad, Gujarat, 396120","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nagaon Nursing Home and Maternity Home,"Address: Haribargaon, Nargaon, Nagaon, Assam, 782002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nagar Palika Hospital,"Address: Late Sarpanhc Shree Vinubhai Purshotam Das Patel Memorial Hospital, Nana Bazar, Vallabh Vidyanagar, Anand, Gujarat, 388120","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nagarjuna Hospital Ltd,"Address: Kanuru, Vijayawada, Andhra Pradesh 520007, Krishna, Andhra Pradesh, 520007","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nagarmal Modi Seve Sadan,"Address: Nagarmal Modi Path, Ranchi, Jharkhand, 834001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nagathan Maternity and Surgical Hospital,"Address: OppositeDurgha Vihar, Near Railway Station, Bagalkot, Karnataka, 587101","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nagpal Maternity and Orthopaedic Hospital,"Address: 1-C-62, N.H. N.I.T, Behind Bata Chowk Petrol Pump, Faridabad, Haryana, 121001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nagpal Nursing Home,"Address: 729-730, Sector-14, Gurgaon, Haryana, 122001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nagpal Nursing Home and Maternity Home,"Address: Red Road, Kurukshetra, Haryana, 136118","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nagri Hospital and Research Center,"Address: Piska Nagri, Piska Nagri, Ranchi, Jharkhand, 834001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nagri Hospital Home,"Address: Near Masjid Chowk Durga Mandir Road Piska Nagar, Ranchi, Jharkhand, 835303","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Naharani PHC,"Address: Naharani, Dibrugarh, Golaghat, Assam, 785618","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Naik Burns Plastic Curgery and Cancer Hospital,"Address: Kasar Falia, Opp Govt Press, Kothi, Vadodara, Gujarat, 390001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Naik Nursing Home,"Address: Station Road, Durg, Chhattisgarh, 491001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Naik' Burn Center,"Address: Nr:Sardar Chowk, Ahmedabad, Gujarat, 382480","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nainej Eye Hospital,"Address: Mi Nirava House, S.T.Work Shop Road, Modhara Cross Road, Mahesana, Gujarat, 384002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Naisargee Medical Hospital,"Address: Sanskruti Shashtri Road, Bardoli, Surat, Gujarat, 394601","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Naithani Neuro Cente,"Address: Ambedkar Chowk, Rewari, Haryana, 123401","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nakshatra Children Hospital,"Address: Sangeeta, Nr. Madhuram Hospital . Dhebar Road, Rajkot, Rajkot, Gujarat, 360001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nalanda Medical College and Hospital,"Address: Kankarbagh Main Road, Patna, Bihar, 800026","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nalanda Netralaya and Maternity Home Pvt. Ltd.,"Address: Doctors Colony, Khandkpar, Bihar Sharif, Nalanda, Bihar, 803101","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nallaparaju Venkata Raju Hospital,"Address: No 27-2-6/3, Old Bjp Office Road, J P Road Bhimavaram, West Godavari, Andhra Pradesh, 534201","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nalluri Nursing Home,"Address: K P Road K P Road Ongole 523001 Prakasham, Prakasam, Andhra Pradesh, 523001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Naman Neurosurgical Nurshing Home,"Address: 1St Floor, Akshar Avenue, Cadila Bridge Corner, Ahmedabad, Gujarat, 380050","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Naman Neurosurgical Nursing Home,"Address: Vatsal Sankul, Vidyanagar Street No. 1, Vidyanagar Main Road, Rajkot, Rajkot, Gujarat, 360001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Namdhari Hospital and Research Center,"Address: Everest Building, Naya Bazar, Dhanbad, Jharkhand, 826001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Namrata Hospital,"Address: Sisai Road, Gumla, Jharkhand, 835207","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nanavati Eye Hospital Pvt. Ltd,"Address: 4, Pavan Apartment, Navarangpura, Ahmedabad, Gujarat, 380009","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nanavati Hospital,"Address: Fullwadi Road, Rajkot, Gujarat, 360370","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nanavati Maternity Hospital,"Address: 33, 34, Suvidha Centre, Vejalpur, Near Vejalpur Main Bus Stand, Ahmedabad, Gujarat, 380051","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nanavaty Hospital,"Address: Nr, New General Hospital, B/H Delhiwala Hospital Bhuj, Kachchh, Gujarat, 370001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nanda Hospital,"Address: Hamirpur Road, Una, Himachal Pradesh, NA","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nanda Nursing Home,"Address: 612 Sec 15, Faridabad, Haryana, 121007","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nandal Maternity And Nursing Home,"Address: 112/29 Basant Vihar, Nanadal Nursing Home, Sonepat Road, Rohtak, Haryana, 124001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nandan Maternity Home,"Address: Maruti Coplex, Subhash Chowk, Opp, Gurukul Mandir, Drive In Road, Memnagar, Ahmedabad, Gujarat, 380052","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nandanaa's Multi Care Hospital,"Address: 4Th Lane Kannavari Thota, Opp Alankar Theatre, Guntur, Guntur, Guntur, Andhra Pradesh, 522001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nandini Hosipital,"Address: D.No.9-265, Krishna Nager, Near Siris, M.G. Road Vjiayawada, Krishna, Andhra Pradesh, 520007","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nandipat Memorial Laproscopic and General Surgery Ce,"Address: Sona Complex, Sonawati Coloney, Dumra Road, Sitamarhi, Bihar, 843301","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Nandipat Memorial Laproscopic and General Surgery Centre.,"Address: Dumra Road, Sitamarhi, Sitamarhi, Bihar, 843329","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
